Review,Rating
"✅Trip Verified|  On 24th October, 2023 I checked in my baggage with Royal Air Maroc flight number AT911 (IST - CMN) and AT555 (CMN - LOS) but I was unable to board because I was delayed by the immigration. On getting to Lagos on 2nd November with same airline, my luggage never arrived my final destination. I have since filed a report but the airline has been sluggish about my case.  It has really been heartbreaking as the customer service has been very poor. None of the emails I sent delivered. What do I do to get my bag? I'm fed up.",1/10
"✅Trip Verified|  All was ok, but staff cabin crew need to do better with economy passengers. I didn’t appreciate the tone of One of the staff from the Nigeria flight. I just needed water for my baby and I kept saying excuse me, didn’t know he heard me but just didn’t want to answer yet, by the time he answered, the tone sounded like I was disturbing him. I feel staff should use soft tones for passengers. The other connecting flight from Casablanca to London, after I left the flight, I noticed that my child’s seat belt still hung on to me, so I needed to return it. I kept saying excuse me to one of the lady cabin crew who was also chatting with someone else, she didn’t answer, I kept saying excuse me, then she said I will get to you in such a diminishing tone, without eye contact after severally trying to get her attention. Then I had to say and show your belt, that was when she gave me audience with smiles. Kindness and patience should be key for staff and passengers too.",2/10
"Not Verified|  I was flying from Casablanca to Washington after a long 10 day trip. The flight was delayed for nearly 4 hours, but there was minimal communication as to why or when the flight would actually take off. The website stated the flight left with only a short delay and the internal screens updated with the next flight, but we had not even boarded yet. When we were finally allowed to pass through the gate, we boarded busses where we sat for at least another hour. On the flight, they refused alcohol service even after the long wait. The food was awful. The attendants weren't friendly. The worst experience I have had, I will never fly them again",6/10
"Not Verified| Dear Royal Air Maroc, I am writing to formally complain about the extremely high ticket change fees, terrible flight service, and overall awful experience my partner and I encountered regarding relocating after the major earthquake in Morocco. We have previously asked for a refund by following the directions on your website; thus far, no one from Royal Air Maroc has not responded to our requests. As you know, on Friday, September 8th, at 11:11 pm local time, a massive 6.8 earthquake struck Marrakech, where we were vacationing. This powerful quake caused extensive damage across the region. For safety reasons, we had to relocate from Marrakech to Casablanca on Sunday, September 10th, to catch an earlier flight home. We were initially scheduled to fly Royal Air Maroc from Marrakech to New York on September 14th, flight number AT0202. Due to the earthquake, I contacted your team to change our flight to depart Casablanca on September 10th instead. While I appreciate accommodating this change, I was utterly shocked to be charged an exorbitant $2,321.09 change fee. Given that this unforeseen natural disaster forced us to alter plans, such excessive fees seem highly unethical. I request an immediate refund of the full $2,321.09. Customers should not pay penalties for ensuring safety after a devastating earthquake. Adding to our misery, the service on flight AT0202 on September 10th from Casablanca to New York was abysmal. The plane's bathroom sink was clogged, we could not wash our hands, and the bathroom floor was filthy wet, and slippery. The staff were completely absent and unhelpful, ignoring passenger requests. In summary, between the egregious fees and terrible flight service, this was an awful travel experience. I hope Royal Air Marco will refund the $2,321.09 in change fees and address the cleanliness and service issues on AT0202.",1/10
✅Trip Verified|  They canceled my fully refundable ticket because on the pandemic on April 2020 and have been refusing to give me my money back for 3 years and 5 months! Shame on you royal air Maroc.,1/10
"✅Trip Verified|  My worst flight experience I have ever had in my life since I have been travelling is with Royal Air Maroc. We received the worst service ever. From London to Douala, we did nor receive any of our suit cases. We received them after 5 days. From Douala to London Heathrow, we did not receive our suit cases on  the day of travel. We received the 1st 6 bags after two weeks with the goods completely bad. I received a call from the Airline asking me to come to London Airport and collect a bag. Royal Air Maroc caused the luggage delay, as a result, things went bad and they asked me to take a day off work and pay train ticket to come and collect a rotten bag.",1/10
"✅Trip Verified|  I had the worst experience. I booked my flight in June 2019. Due to covid 19 pandemic, they cancelled my flight and issued a travel voucher claiming that in case of non-use within 1 year, I will receive a refund equivalent to the amount of my ticket (USD 590) upon request. When the time was due, i requested a refund in and within the following 2 years, i've been sending numerous reminders, trying to contact them by phone without any reply.  On March 2, 2022, I received an email from them asking for a copy of my IBAN to issue a refund. I sent all the required documents and to the present day (September 4, 2023), I have not received a single reply from them. I kept calling the customer service who always claim that there is nothing they can do except raising the issue to another department. I asked for an alternative and they stated that the department responsible for handling my case is located in their Head Office in Morocco and they have no way for me to contact them.",4/10
"✅Trip Verified|  The flight was a red eye which are always stressful on passengers and crew the seats on the RAM 787 in business class are the best I have experienced. I am 192 cm and can lie easily flat. The cabin crew were below average, catering was disappointing though the portions were generous but never reflective to the rich Moroccan heritage except for the Moroccan tea. IFE was awful with a very poor selection of movies, TV and games.",1/10
"✅Trip Verified| I will never use this airline again - the aircraft that they fly to most of their African destinations are fantastically old, filthy and their cabins are terribly maintained. They have a quick turnaround when they arrive at the airport - which means they are punctual. However, experience of my last flight made me realise that they aren't cleaned properly after the passengers have embarked off. So the seats have disgusting left overs, the floor has empty bottles of waters and cans of beer, which makes the already old aircraft so unappealing to sit in. As for the pilots - I am not sure how they are trained. I am a pilot myself, so I can tell when the landing is so so bumpy - when it shouldn't be - since they are coming in at a higher speed than they should be. This leads to an outrageous breaking that makes the whole landing experience so traumatic. The captain who did OK to make us arrive 16.30 on 24th June 2023, was simply awful at the landing. He broke so so hard and inconsistently making passengers unnecessarily uncomfortable, worried and traumatised. I will never fly them again.",6/10
"✅Trip Verified|  We had to make a name correction for the booking due to a well-documented marriage/legal name change process. Royal Air Maroc made us cancel and re-book the flight. Besides losing most of the money for the original ticket, we had to pay several hundred dollars extra for the new flight. This is a poor, inflexible policy and it should be revised. I am writing this complaint before the flight because it is specifically a complaint about customer service and airline policies.",1/10
"✅Trip Verified| The toilets were often in a disgusting state. Flight attendant opened the bathroom whilst it was locked before take-off, and without even knocking. The food options are not great, especially non-meat options. No entertainment options or charging outlets on the  plane. No warning of certain scheduled routes (e.g., the Guinea-Bissau stop in the Casablanca-Praia route).",3/10
"✅Trip Verified|  We were very pleased with our flight. The plane was large, modern and comfortable, entertainment was excellent and the food was good. Our luggage were handled properly. I would fly with them again. The airport in Casablanca need some attention to cleanliness and facilities.",1/10
"✅Trip Verified| The departure from HIA airport was very smooth, I had an 4kg extra in my suitcase and they were okay with it they didn’t charge anything. The cabin crew wasn’t that friendly, I asked them to bring me beverages more and they never bring it,  The touch screen at my seat wasn’t working.",9/10
✅Trip Verified|  Overall the experience wasn’t bad. Party of 3 adults actually booked on 2 separate reservations. Check in at Miami was easy. We did the 24 hr layover to experience Casablanca (which was the whole reason we chose the airline). We had confusion initially on if we would get our bags in CMN. The third person in our party had a late connection into Miami and her luggage said it was checked to CMN. Ours was checked to BCN. However her bag did not show up in CMN. Staff was nice and willing to help but their customer service was what I found to be typical for the country just lacking by American standards. Plane was clean. Food was good. The flight itself was actually a great experience. Better than most US airlines.,1/10
"✅Trip Verified|  The check in counter is slow in Dubai. The flight was also delayed. The food portions are really good although you might find the bread hard. The cabin crew didn't answer call bells, they would =turn it off cleverly while passing by.",9/10
Not Verified|  I appreciate travelling with Royal Air Maroc. The boarding has gone smooth. The staff is wonderful and very helpful. I recommend for any customer.,6/10
"Not Verified|  Worst airline I have ever traveled with. Delayed baggage on both ends. Delayed carry-on for a week on the way back with all my essentials in it. Broke one of my suitcases on the way back. Customer service keep lying and then stops responding to emails altogether. They ignored the reports and the proofs that were sent to them by email. Very disappointing experience, the staff were very rude and not understanding. They made me bring a toddler car seat to the plane door while I had a stroller and a baby with me. I have never done this with any airline. The car seats get checked in with the rest of the luggage in general. It is more than 10kg and you can't expect a person to carry that to the plane door in their hand. Please avoid this airline especially if you are traveling with kids.",4/10
"✅Trip Verified| We got delayed in Accra for hours only to miss our connecting flight to London. Hence, I had to stay overnight in Casablanca. At Casablanca, the food was very poor, with no vegan options. The hostel room was dusty with dirty used bedsheets and dirty bathrooms as well. We could not find toothbrushes, toothpaste, or even towels at duty-free shops. Their staff were very extremely rude and were not remorseful. Some passengers amongst us had to stay for 2-3 nights because there were no vacancies on the next connecting flights to their respective destinations. And when we complained, instead of feeling remorseful and issuing apologies, they’d rather tell us to return to Ghana and join another airline. I missed a very important meeting, the very reason why I had to travel, hence my trip was in vain, thanks to the incompetence and inefficiency of the airline I chose! It’s been more than a month now, and no one has reached out to apologise for all the opportunities we lost because of their failed operations. There’s no way I’d advise anyone to choose Royal Air Maroc. In summary - it was a horrible experience.",2/10
"✅Trip Verified|  Madrid to Casablanca on 15th February 2023. I booked my flight online via a travel agency several months before travel and it was reassuring to have received a number of superbly informative emails from Royal Air Maroc before the flight. The airline enabled online check-in and this attention to detailed was mirrored elsewhere in the service provided. My one and only gripe was the abrupt woman on the check-in desk. She made no effort to even speak to me and roughly removed the protective cover to my passport and literally threw it under the counter at me. When I objected she turned her head and entered into a conversation with her uniformed colleagues. This rudeness is not acceptable and was entirely unnecessary too. the boarding process was well managed and the crew were well turned out and very professional. The interior of the 737-Max was tastefully decorated in a corporate and culturally reflective manner. Royal Air Maroc provided a nicely presented lunch box. The box itself was a work of art. It contained a small cake, sandwich and water and other items I do not recall. A route map was displayed and the cabin crew made themselves present. The lavatory was spotlessly clean. Although a relatively short flight the crew were a superb representation of their company and country. Landing and disembarkation were professionally handled and based on this experience, I would certainly use again. Royal Air Maroc put certain European airlines to shame. As mentioned, my one and only and justifiable gripe is the rude woman on the Madrid check-in desk.",1/10
"Not Verified|  Used to be a frequent flyer - will no longer travel with the RAM. They kept my refund for nearly two years now! During COVID time, one of my flights had an issue and I had to cancel the flight in May 2021. RAM policy was to issue a voucher for one year and if the voucher was not used, to issue a refund at the end of the one year period. In May 2022, I immediately applied for a refund of the voucher. We are now in January 2023 (20 months later) and I have yet to receive my refund, nearly two years later. RAM customer service has been very unhelpful. Every call I have been told that I must be patient and nothing could be done as they receive a large number of request. Withholding money from a customer for nearly two years is unacceptable and completely took away my trust in the ethic of the company. I will never travel again with RAM.",8/10
"✅Trip Verified|  Worst airline experience I have had in a long time. No orderly boarding in Montreal or Casablanca, no use of the zones on the boarding passes, no clear announcements, no communication when flight delayed. So people formed their own line, a mile long, and stood there for an hour waiting. No guidance whatsoever from boarding crew. The cabin was spartan - no seatback entertainment. In fact, they didn't even use their own aircraft on the transatlantic flight, but a budget Spanish aircraft. The free hotel in Casablanca was a bad joke. The flight arrived late in the first place; we waited in the airport for hours to get transported all the way into the city (another hour). There were about 75 of us, all herded like cattle, all made to wait at each step of the way for all the other passengers to be processed. Upon arrival at the hotel, we waited another hour in the lobby while they processed us one by one. By the time we reached our room, it was 6 hours after the original landing time. On the return flight, boarding in Casablanca, it was raining heavily in Casablanca. Nevertheless, they herded us onto buses, then opened the bus doors in the pouring rain with no provision for cover. The first passengers who were foolish enough to try to board were completely drenched, because they reached the steps, and then the line moved so slowly to enter the aircraft and most had to stand in the pouring rain for 15 minutes until the finally reached the door. Completely soaked, half of the passengers. No cover, no guidance, no assistance, no staff anywhere in sight. The smart ones (me) waited in the bus for 15 minutes until the line disappeared, then ran onto the plane. Terrible treatment. The only reason I would ever fly RAM again is if the ticket is thousands of dollars cheaper than the alternatives.",1/10
✅Trip Verified|  Had a terrible experience with loss of our luggage on this airline. We checked 5 bags and only received one on 12/26/2022. The other four bags are missing and the airline is incapable or unwilling to locate them. They have been unresponsive and incompetent in handling our claim. Do not recommend flying this airline.,1/10
"✅Trip Verified|  On the trip into Marrakech, they lost part of our luggage and we had to keep making trips to airport because no one picked up the phone. On the way back, we had a 7 hr layover with a chance at a hotel but security at the airport told us we couldn’t go through international transit (flight got in at 11pm with connections at 7am). When we got to the RAM office, they told us only the international transit desk could provide the hotel. Then security wouldn’t let us into the terminal until 5am which was a real joy with a 4 yr old and a 6yr old. The man in the domestic accommodation office offered nothing at all and was completely dismissive. We were told we should have stayed in the terminal by numerous RAM personnel while airport security provided continuous conflicting information.",1/10
"✅Trip Verified|  Scheduled departure 11:25 am, fully boarded 10 mins ahead of time and then we sat for a full two hours without so much as a single acknowledgment or announcement from the crew, no one walking around with water or any amenities and the attitude of the crew when asked is to merely shrug. The lack of any sense of customer service is truly appalling.  Never going to come anywhere near this airline again.",1/10
"Not Verified|  Our destination was Freetown via Casablanca travelling with my daughter. The flight was 4 hours delayed in London. Arrived in Casablanca, connecting flight had left without us. The staff were very unhelpful with our options and places us in a place called ""the Lounge"" it was little worse than a prison and stank. There were limited beds and I shared a sofa bed with my daughter. The toilet facilities were very poor. In the morning we were not taken to the airport due to lack of space on the plane, we then had to wait the whole day until midnight for a plane to take us to Sierra Leone. I would plead with anyone who wants to retain their sanity and their self worth not to travel with RAM.",2/10
"✅Trip Verified|  Been the worst travel experience, our flight was supposed to take off 11am Qatar time, we flew until 6pm with no regards to our schedule, no communication from the company, the flight, seats, staff, everything was horrible. We landed early morning on the next day, to find out that our luggage was left behind in Doha and no explanation provided at the airport in Casablanca by staff. The best of all is that they tried to blame Qatar authorities for that, no ownership taken, came back next day on my cost and had no clothes to wear, had to buy new personal care stuff early morning to refresh myself, and drive again back to Casablanca from Rabat, just to find that both my suitcases arrived broken,. Tried to file a complaint and up till now no replies by email and been trying to call same way no answers.",1/10
"Not Verified|  Disappointing service, flight was delayed 3 hours and nobody gave us an explanation at all, just sit there and wait, no meal or drinks were provided in the meantime, Ground staff are very unwelcoming and grumpy. Cabin crew are quite alright",4/10
"✅Trip Verified| I had a first time flight with Royal Air Moroc on the 6 November and I wanted to express gratitude for such a comfortable flight. Pillows, blanket, interesting selection of films without advertising and there was a very tasty tea. The staff were very polite and caring, thank you so much, they did great work.",2/10
"✅Trip Verified|  This review relates to the second Royal Air Maroc flight I took, on a Boeing 737-800 from Casablanca to Paris Orly Airport. The gate staff were rather bureaucratic and unfriendly and I saw one staff member walk away from an elderly woman who needed and asked for assistance. Boarding was fairly orderly and one gained the impression of a very clean and nicely set out interior reflecting Moroccan designs and culture. The crew were a little cold but very correct in terms of their service. It was great to see a proper breakfast served to the passengers. My concern was that a clearly very sick woman was allowed to board the flight. She hardly stopped coughing for the entire duration of the flight and did not use a face mask at all. The captain did not give much information and announcements were made only in Arabic and French. Disembarkation was via a bridge and there were some uniformed RAM staff waiting to assist needy passengers. Overall this was a good experience and I would recommend this airline without hesitation!",10/10
✅Trip Verified|  I flew with Royal Air Maroc on a domestic flight from Tangiers to Casablanca on 28th October 2022. The thing I liked about this airline was the superb communication via email. The airline made sure I was made aware of a slight change to the check-in time and to a change of aircraft. This was a very early departure to connect with an international flight in Casablanca. The interior of the aircraft was tasteful and the crew were very well presented. Safety was taken seriously and the crew were pleasant and very professional. I was impressed with the service and the comfortable Boeing 737 used on this occasion. As this was a very short and incredibly early morning departure there was no food or drinks served alas. I should like to commend the very professional ground staff who were friendly and proactive.,9/10
"✅Trip Verified|  The flight with Royal Air Maroc was average. My seat wasn't clean.  Unfortunately, the airline lost my suitcase. I made a loss report and a list of valuables. The airline does not respond to more than 40 messages. Inadequate customer service. Unfortunately, I am stuck here with damage of 1,500 euros and had no clothes etc. for the entire holiday.",7/10
"Not Verified| Casablanca to Dubai. I received a confirmation mail after my payment (with SMS proving it) on early July 2022. 2 months later, I tried to check in the day of departure of my flight and I had an error, indicating that I should contact call center. They indicated that they never received the payment and hence never issued the ticket. I checked my bank account and indeed it seems the payment did not go through for some reason. Now what makes me insane is: - WHY does the company send emails to confirm the flight if there is an issue in the payment? - WHY no one at RAM notified me that there was a payment issue? A simple automated email would have sufficed - WHY the service agent was so rude in handling my request. Clearly he did not put himself in client shoes when asking me to pay 3 times the initial price to fix the issue and did not apologize any single time. He did not allow me to speak to his manager. An airline company without an escalation path is a red flag. For those who can, I heavily suggest to avoid them at all cost. Since I could not fly with them, I rated 1 for the handling of my ticket and 3 for the flight related aspects in order to keep a neutral rating",1/10
"Not Verified| Dubai to Casablanca. I booked a one way ticket with this horrible company for 5th of July for 2259.00 AED, but due to an emergency i had to book another one on 21st of June with almost the same amount 2235.00AED. So when I reached Morocco, I called to asked for refund of the first ticket, I got an answer after 3 days of continuously calling, the lady who answered me was super rude and impolite, I explained to her the situation however, nothing happened its been more than 2 months now still waiting for a refund which basically wont ever happen, cause my big mistake is to travel with a low performance airline company, full of thieves and uneducated customer service agents whom me and another traveler paying their salaries. Worst experience ever",1/10
"✅Trip Verified|  I traveled with RAM on 20th July to Lagos with 6 luggages checked in, only for none to arrive on arrival at my destination. Got 3 of 6 luggage after 6 days of arrival and remaining 3 no where to be found. I returned to the UK on 1st August and still unable to get my remaining 3 luggages. Tried to contact RAM on the phone but no response. RAM has no contact number for customer service and complaint. It’s really a shame and I will never recommend RAM.",1/10
"✅Trip Verified|  I purchased travel insurance when I bought the airline tickets, and the tickets purchase was accepted, but without my consent, the insurance was taken out. When I then had to cancel my flight, it was impossible to get a response from the airline. No one seemed to know anything, and I was refunded less than half of the ticket price.",1/10
"✅Trip Verified| I had no problem from NYC to Casablanca, I checked one bag and had a small carry-on bag. They gave me a red tag to place on the carry-on saying ""carry-on"". As I was going up the stairs to board the second plan from Casablanca to Cairo. I was told that I have to check the bag since this is a smaller plane and there is no room for my bag! I replied that the bag has medication that I need, so I was asked to get it out. I found myself opening the bag on the ground and going through my personal items, not finding what I am looking for since it was dark. At that point I felt so humiliated and told the crew that I will take my bag with me or I will not board the plane. After a few minutes with heated loud voice debate I boarded the plane with my bag to find the plane having plenty of room to the point that my bag was the only bag in the overhead compartment. I really regret choosing Royal Moroccan Airlines and promised myself to share my story with everyone I know to avoid their services.",1/10
"✅Trip Verified|  Service on board was sub-par. No smiles, no pleasantries with mediocre food at best. Take your meal, shut up and do not bother us is how I felt the entire flight. No rounds for beverages unless it was with meal service any other time you had to go to the galley to ask for something because the entire crew lounged in the galley chatting. Very disappointed and totally blew my dream of flying Royal Air Maroc which should remove the word ROYAL and simply be named Air Maroc because northing was ROYAL!",4/10
"✅Trip Verified|  My flight was cancelled in December 2021 and I’ve been calling every week for a refund and all they tell me is, we will send a reminder. It’s April 2022 and I haven’t heard anything and no refund as of today.",3/10
"✅Trip Verified|  Although we booked and paid for a direct return flight from Toulouse, on the return leg we were delayed from 08:05 AM local to 09:05 and a then to 1:25pm. We were then told the flight would first go to Bordeaux for technical reasons. We then had to wait on the plane for most of the passengers to disembark and new ones to come on: so we also had to take our hand baggage out of the overhead lockers to check nothing was left behind and then put it back again. The staff never apologised for everything we went through and the terrible delays: we were originally due to land in Toulouse at 12:30 pm, but instead we arrived close to 8pm! When we pointed this out, the stewardess was extremely rude saying it’s not their job to do so.  Also my food was beyond awful! We shall not fly with this airline again.",1/10
"Not Verified|  Pure, literal hell. Unlike anything I've experienced before. Makes sub-Saharan African airlines look like Virgin Atlantic. My itinerary was Barcelona - Casablanca - JFK. The flight itself was like a Marrakesh gypsy market. Seemingly unattended children coughing, crying and sneezing for 8 hours. Absolutely no masks worn and 0 enforcement attempts. The whole plane is a Covid super spreader event. Seats so small you couldn't stand up unless someone else did on either side of you. If the person in front of you leans back in their chair, your tray essentially collapses so you better not be eating at the time. Sound does not work on the entertainment system. No alcohol served, obviously. Terrible food. Rude/confused staff that throw things at you, like broken headphones, when you're sleeping. Limited ability for the crew to communicate in Spanish, English or French. The layover in Casablanca was supposed to be 50 minutes but was more like 15 so crazy running through the gates and then 3 rounds of security (the security being a teenager lazily unzipping your bag). Maybe this flight was a parody, a social experiment for how much abuse people are willing to take to save $300 on a Transatlantic flight. Never again. Do not punish yourself like this.",1/10
"✅Trip Verified| Nice flight with Royal Air Maroc from Spain to Morocco. Aircraft was clean, leg space very good. Food and all type of drinks were included. First service very fast and later on attentive on request. An airline to be recommended.",1/10
"✅Trip Verified| The plane (737-800) was dirty and in bad condition on the inside, with bits of plastic insulation missing. There was a strong smell of toilet chemical and the seat tray and back of the seat in front was sticky. No PTV. The seats themselves were worn out and wonky. Casablanca airport was a hot disorganised mess, with confusing signs, long queues, nowhere to sit and buses that didn't seem to know where they were going. Food options there were overpriced and very poor quality. The domestic leg of my return flight was cancelled, adding an overnight stop in Casablanca. They ignored my emails and I had to call at 5am and hold for 30m to finally get through - the rest of the time they just hung up the phone and sent messages saying that they were busy. They agreed to change my ticket to a same-day connection on Turkish Airlines, which was 100 times better. The only thing I liked about RAM was the food, which was actually very tasty (delicious chicken or fish). They really need to update their interiors, employ more call centre staff and fix the horrible mess at Casablanca. Make it a place that is pleasant to transit, rather than a hassle. Also, it would be nice if they would stop cancelling flights.",9/10
"✅Trip Verified|  I have flown with RAM in the past and did not have the greatest experience in that the aircraft seemed old.  All I can say is , wow they have really improved. The airplane was brand new and quite comfortable. The flight attendants were very attentive and kind. The food was very good and every 2 hours they were bringing personal bottles of water. I would say if you had a bad experience in the past, definitely give them another try and you will be pleasantly surprised.",5/10
"Not Verified|  Amazing airline. Highly recommended. I fly from Newark International to Casablanca International Airport on the 787-9 Dreamliner. We got good Legroom, Inflight entertainment with countless movies and many more! The food was the usual chicken, fish or beef, I got the standard beef. There was rice dessert and some drinks so it was like any other airline. Too me it didn't feel different and felt normal and it was pretty clean. Again recommended if your flying to Morocco or from Morocco choose Royal Air Maroc. There's also a really nice Business class but I wasn't in it I just saw it.",10/10
"✅Trip Verified|  I booked to fly to Sierra Leone (cost for 2 people, £1009) but due to the pandemic we weren't able to fly (flight was booked for Oct 2020, and was cancelled). So i called them and asked what we needed to do. I was told that as the tickets were non-refundable, I needed to pay a service charge (£306) to get a voucher for the flights (to the value of £1009). So i did. I received email confirmation, a receipt and a credit note for the £1009 to use against a new booking. But when I tried to use the voucher, they told me it wasn't valid, i can't use it, they have no record of it or me paying for it. When I try to sort this out, I am told I must email via the website, so I do. I receive an email back asking me to call. So I do. When i call, I am told they cannot talk to me, i must email, so I do, and i get an email asking me to call. So i try again, and get told I must email... and round and round it goes. No one will speak to me, and every email receives a reply asking me to call. I sent them the receipt and the voucher but they refused to look at it saying they have no record of it and would never charge for a service fee.  End result; no flight, no refund. I will never ever book with Royal Air Maroc again under any circumstances.",10/10
